,title,authors,publisher,published_date,description,ISBN13,categories,google_rating,google_ratings_count,book_cover_url,language
2549,They Came From Below,['Blake Nelson'],Macmillan,2007-06-26,"While vacationing on Cape Cod, best friends Emily, age sixteen, and Reese, seventeen, meet Steve and Dave, who seem too good to be true, and whose presence turns out to be related to a dire threat of global pollution.",9780765314239,['Juvenile Fiction'],4.5,2,http://books.google.com/books/content?id=046Xbqz0uZkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2550,Girl,['Blake Nelson'],Simon and Schuster,1994,An account of three years in a teenage girl's life as she forges an identity between two contrasting worlds--her straight-laced school and Portland's underground music scene,9780671897079,['Juvenile Fiction'],4,8,http://books.google.com/books/content?id=gzbZtrUMyooC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2551,Human Croquet,['Kate Atkinson'],Macmillan,1999-11-12,"A dark yet moving exploration of a young girl's past begins on Isobel Fairfax's sixteenth birthday, when she comes to learn the truth about her strange family and the mysterious disappearance of her own mother. Reprint.",9780312186883,['Fiction'],4.0,16,http://books.google.com/books/content?id=qGNmjrEfzEEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2552,The Key to Rebecca,['Ken Follett'],Penguin,2003-02-01,"While Rommel's army bears down on Cairo, a ruthless Nazi agent called ""The Sphinx"" prowls the city's ancient streets to pave the way for an invasion, with no one to stand in his way but a luckless British officer and a Jewish girl, in the classic suspense novel of World War II. Reprint.",9780451207791,['Fiction'],3.5,18,http://books.google.com/books/content?id=BGxfAVH7ppsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2553,Paper Money,['Ken Follett'],Pan Macmillan,1996,"Three seemingly unrelated events occur on a single morning in London. An MP wakes up after spending the night with a beautiful young woman. A tycoon meets a leading Bank of England official for breakfast. And an underworld gang boss briefs his crew. Nothing so far to keep the tabloid editors awake. Until ambitious young reporter Kevin Hart uncovers his first promising link... Because what is at stake is conspiracy: conspiracy to defraud, no matter what the human cost. On one unforgettable day in the world's financial capital, fortunes will be destroyed and ideals will be shattered by the discovery that the whole truth is too dangerous to print...",9780330345040,['Conspiracies'],3.5,9,http://books.google.com/books/content?id=nlTE5iVFm2MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2554,Skeleton Coast,['Clive Cussler'],Penguin,2006,"Juan Cabrillo and the Oregon crew rescue beautiful Sloane Macintyre when her boat is attacked off the African coast, and face a deranged militant who plans to launch a devastating force of nature against those who oppose him.",9780425211892,['Fiction'],3.5,25,http://books.google.com/books/content?id=7anjkWPnvQUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2555,Dragon,['Clive Cussler'],Simon and Schuster,2006-10-31,Adventurer Dirk Pitt matches wits with a group of Japanese nationalist extremists out to establish a new empire as he races against time to recover an atomic bomb lost in the Pacific aboard a B-29 during World War II.,9781416537809,['Fiction'],3.5,19,http://books.google.com/books/content?id=xT2Um8qAJGAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2556,Dark Watch,"['Clive Cussler', 'Jack B. Du Brul']",Penguin,2005,"When Japanese shipping magnates whose fortunes are being threatened by brutal pirates in the waters of Southeast Asia turn to Captain Juan Cabrillo for assistance, he soon learns that the pirates' predations hide a deadly international conspiracy--a scheme of death and slavery. Original. 750,000 first printing.",9780425205594,['Fiction'],3.5,11,http://books.google.com/books/content?id=EKDrHaXa9ocC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2557,Black Wind,"['Clive Cussler', 'Dirk Cussler']",Penguin,2006,"In the final days of World War II, the Japanese launch two submarines carrying a new strain of a deadly virus to the west coast of the United States, but years after the subs are lost at sea, someone plots to use their deadly cargo.",9780425204238,['Fiction'],3.5,31,http://books.google.com/books/content?id=It7y2mUzFbUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2558,Cyclops,['Clive Cussler'],Simon and Schuster,1989-11-15,A secret moon base called the Jersey Colony constructed by a group of powerful Americans and a secret American/Cuban pact between the president and Fidel Castro challenges all of Dirk Pitt's incomparable skills,9780671704643,['Fiction'],3.5,10,http://books.google.com/books/content?id=r-sliMbOibQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2559,Deep Six,['Clive Cussler'],Simon and Schuster,2005-12-27,"A dangerous Soviet plot looming behind the evil plans of a great Asian shipping family, challenges Dirk Pitt to action",9781416516859,['Fiction'],3.5,26,http://books.google.com/books/content?id=h96BlUS_vnUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2560,Polar Shift,"['Clive Cussler', 'Paul Kemprecos']",Penguin Books,2007,"The most exciting NUMA(r) Files novel yet. Abridged CD - 5 CDs, 6 hours",9780141017723,['Anti-globalization movement'],3.5,7,http://books.google.com/books/content?id=kv1dPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2561,The Mediterranean Caper,['Clive Cussler'],Penguin,2004,"Dirk Pitt responds to a call of distress and finds himself coping with a modern Greek goddess in a red bikini, a vast drug-smuggling ring, a still-active Nazi criminal, and a perilous undersea labyrinth.",9780425197394,['Fiction'],3.5,2,http://books.google.com/books/content?id=c2vTYZTMzBYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2562,The Navigator,['Clive Cussler'],Penguin,2007,"Years after an ancient Phoenician statue is stolen from the Baghdad museum, a series of murders sparks interest in the statue's relevance in Austin and Zavala, who lead the NUMA team on a historical investigation into the lost treasures of King Solomon. 650,000 first printing.",9780399154195,['Fiction'],4,13,http://books.google.com/books/content?id=JkXaerObYWAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2563,Golden Buddha,"['Clive Cussler', 'Craig Dirgo']",Penguin UK,2005,"The author of the bestselling Dirk Pitt novels introduces us to a thrilling new high seas action hero: Juan Cabrillo. Skipper of a non-descript lumber hauler disguising a state of the art spy ship behind the hull, Cabrillo takes the helm on dangerous covert missions carried out for whatever U.S. agency pays the price. And the stakes have never been higher - Cabrillo and his crew must put Tibet back in the hands of the Delai Lama by striking a deal with the Russians and the Chinese. His gambling chip is a golden Buddha containing records of vast oil reserves in the disputed land. But first, he has to locate and seize the artefact. Visit clivecussler.com.au for more Sign up to the Cussler Down Under e-newsletter",9780141010311,"['Cabrillo, Juan (Fictitious character)']",3.5,12,http://books.google.com/books/content?id=NXNoVOa9IBoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2564,Shock Wave,['Clive Cussler'],Pocket Books,2002,"A mysterious plague in the Antarctic.A diamond empire run by an evil genius.A devastating new technology that threatens to annihilate millions. Tasman Sea, 1856. A British clipper ship bound for Australia's penal colony is crushed in a raging typhoon. A few pitiful survivors wash up on a deserted island. Among them are Betsy Fletcher and Jess Dorsett, who discover an immense supply of exquisite diamonds... Seymour Island, Antarctica, 2000. Dirk Pitt rescues Maeve Fletcher, a descendant of Betsy and Jess, after an unknouwn cataclysm kills thousands of marine animals and nearly two hundred people aboard a cruise ship. Pitt traces the carnage to the global diamond operations of Maeve's father, Arthur Dorsett, and her callous sisters. From a chilling escape at a high-security Canadian mine to a tiny boat adrift on lonely, shark-infested seas, the ingenious Pitt is racing to thwart Dorsett's ruthless plans - before an unthinkable disaster claims millions of innocent lives.",9780743449670,['Adventure stories'],5.0,1,http://books.google.com/books/content?id=vsh3PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2565,Raise the Titanic!,['Clive Cussler'],Penguin,2004-02-01,"Two Russian spies and a violent hurricane hinder Dirk Pitt's herculean efforts to raise the R.M.S. Titanic and thereby salvage the world's only supply of a rare metal, needed for a secret American defense system. Reissue.",9780425194522,['Fiction'],3.5,120,http://books.google.com/books/content?id=TrqkDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2566,Fire Ice,['Clive Cussler'],Putnam Adult,2002,"Clive Cussler introduces Kurt Austin, hero for the new millennium in this hair-raising action thriller.",9780399148729,['Adventure stories'],3,10,http://books.google.com/books/content?id=PnpaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2567,Lost City,['Clive Cussler'],Penguin,2005,"When an enzyme capable of prolonging life is discovered deep beneath the North Atlantic, NUMA Special Assignments Team leader Kurt Austin and his colleague, Joe Zavala, investigate a killer who is targeting the enzyme's harvesters and researchers. Reprint.",9780425204191,['Fiction'],3.5,21,http://books.google.com/books/content?id=Pay5bDWJCnAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2568,The Sea Hunters II,"['Clive Cussler', 'Craig Dirgo']",Penguin,2003-12-01,"Collects accounts of the underwater discoveries made by the author and his team of volunteers dedicated to the exploration of historic wrecks, including the tale of the ghost ship Mary Celeste, the Carpathia, and the Hunley.",9780425193723,['History'],3.5,4,http://books.google.com/books/content?id=shU0A7v8fnIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2569,The Sea Hunters,"['Clive Cussler', 'Craig Dirgo']",Simon and Schuster,2003-09,"Collects accounts of the underwater discoveries made by the author and his team of volunteers dedicated to the exploration of historic wrecks, including the Lexington and the Arkansas.",9780743480697,['Fiction'],4.0,10,http://books.google.com/books/content?id=K1Byb0FCifMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2570,Clive Cussler and Dirk Pitt Revealed,"['Clive Cussler', 'Craig Dirgo']",Simon and Schuster,1998-10-01,"Includes photographs, summaries of each Dirk Pitt novel, an interview with Cussler, and Dirk Pitt trivia questions",9780671026226,['Fiction'],4,4,http://books.google.com/books/content?id=dxBMJjQA_WsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2571,Goth-Icky,['Michael J. Nelson'],Harry N Abrams Incorporated,2005-09-01,"Containing more than 200 images from the archives of Charles S. Anderson Design Co. and a sharply hilarious text by the main writer and host of the legendary ""Mystery Science Theater 3000,"" this is a kitsch and campy testament to America's love of horror.",9780810957893,['Art'],5.0,1,http://books.google.com/books/content?id=2yU4AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2572,Mike Nelson's Death Rat!,['Michael J. Nelson'],Harper Collins,2003-04-15,"What if an aging, unsuccessful Minnesota author of history books with names like Old von Steuben Had a Farm: The German-American Settlement of the Midwest decided he could write a book every bit as vapid and ridiculous as the books that sold four hundred times more copies than his own? Well, he would write Death Rat, of course, the thrilling tale of a man who battles prejudice, his inner demons, and a cunning six-foot-long rat. And what if he was told by publishers that, at sixty years of age, though his book was a thrilling read, he just didn’t look the part of a virile writer of gripping adventure books featuring cunning six-foot-long rats? Well, he would cook up a scheme so outrageous, it would incur the wrath of Gus Bromstad, the beloved author of the homespun Dogwood Downs series of books. And it would stir up the bizarre religious fervor of King Leo, the libidinous funk superstar whose CD “LoveDeathTomorrowJelly” was one of the biggest sellers of the decade. And it would throw him into a strange symbiotic relationship with the entire town of Holey, Minnesota, population 38. Such is the fate of one Pontius Feeb, the hapless author of Death Rat. . . and perhaps the fate of all who attempt to write gripping novels featuring cunning six-foot-long rats.",9780060934729,['Fiction'],4,5,http://books.google.com/books/content?id=CfnxpYmjL_YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2573,Joel on Software,['Joel Spolsky'],Apress,2004-08-16,"Joel Spolsky began his legendary web log, www.joelonsoftware.com, in March 2000, in order to offer insights for improving the world of programming. Spolsky based these observations on years of personal experience. The result just a handful of years later? Spolsky's technical knowledge, caustic wit, and extraordinary writing skills have earned him status as a programming guru! His blog has become renowned throughout the programming worldnow linked to more than 600 websites and translated into over 30 languages. Joel on Software covers every conceivable aspect of software programming—from the best way to write code, to the best way to design an office in which to write code! All programmers, all people who want to enhance their knowledge of programmers, and all who are trying to manage programmers will surely relate to Joel's musings. Table of Contents Choosing a Language Back to Basics The Joel Test: 12 Steps to Better Code The Absolute Minimum Every Software Developer Absolutely, Positively Must Know About Unicode and Character Sets (No Excuses!) Painless Functional Specifications Part 1: Why Bother? Painless Functional Specifications Part 2: What’s a Spec? Painless Functional Specifications Part 3: But . . . How? Painless Functional Specifications Part 4: Tips Painless Software Schedules Daily Builds Are Your Friend Hard-Assed Bug Fixin’ Five Worlds Paper Prototyping Don’t Let Architecture Astronauts Scare You Fire and Motion Craftsmanship Three Wrong Ideas from Computer Science Biculturalism Get Crash Reports From Users—Automatically! The Guerilla Guide to Interviewing Incentive Pay Considered Harmful Top Five (Wrong) Reasons You Don’t Have Testers Human Task Switches Considered Harmful Things You Should Never Do, Part One The Iceberg Secret, Revealed The Law of Leaky Abstractions Lord Palmerston on Programming Measurement Rick Chapman Is In Search of Stupidity What Is the Work of Dogs in This Country? Getting Things Done When You’re Only a Grunt Two Stories Big Macs vs. The Naked Chef Nothing Is As Simple As It Seems In Defense of Not-Invented-Here Syndrome Strategy Letter I: Ben & Jerry’s vs. Amazon Strategy Letter II: Chicken-and-Egg Problems Strategy Letter III: Let Me Go Back! Strategy Letter IV: Bloatware and the 80/20 Myth Strategy Letter V: The Economics of Open Source A Week of Murphy’s Law Gone Wild How Microsoft Lost the API War Microsoft Goes Bonkers Our .NET Strategy Please Sir May I Have a Linker?",9781590593899,['Computers'],4,3,http://books.google.com/books/content?id=xdxrDYZyNLUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2574,Hackers & Painters,['Paul Graham'],"""O'Reilly Media, Inc.""",2004,"The author examines issues such as the rightness of web-based applications, the programming language renaissance, spam filtering, the Open Source Movement, Internet startups and more. He also tells important stories about the kinds of people behind technical innovations, revealing their character and their craft.",9780596006624,['Computers'],3.5,12,http://books.google.com/books/content?id=shycAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2575,"I, Robot",['Isaac Asimov'],Spectra,2004,The development of robot technology to a state of perfection by future civilizations is explored in nine science fiction stories.,9780553803709,['Fiction'],3.5,104,http://books.google.com/books/content?id=QEhWPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2576,"I, Robot","['Harlan Ellison', 'Isaac Asimov']",Ibooks,2004-04-01,Presents a screenplay of Asimov's classic where the development of robot technology to a state of perfection by future civilizations is explored.,9781596870413,['Fiction'],3.5,4,http://books.google.com/books/content?id=0ntXkgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2577,The Robots of Dawn,['Isaac Asimov'],Spectra,1994,"Called to the Spacer world to solve a case of roboticide, New York City detective Elijah Baley teams up with humanoid robot R. Daneel Olivaw to prove that the prime suspect, a renowned roboticist, is innocent of the crime. Reprint.",9780553299496,['Fiction'],4.0,36,http://books.google.com/books/content?id=YAuuzOLoScIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2578,I. Asimov,['Isaac Asimov'],Bantam,1995,"A self-portrait by the late master of science fiction and popular scientific thought looks back on his life and career, discussing his writings, religious beliefs, friendships and personal relationships, and innovative ideas. Reprint.",9780553569971,['Biography & Autobiography'],4.0,8,http://books.google.com/books/content?id=S4k-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2579,Asimov's New Guide to Science,['Isaac Asimov'],"Penguin Books, Limited (UK)",1993-05-01,"Asimov tells the stories behind the science: the men and women who made the important discoveries and how they did it. Ranging from Galilei, Achimedes, Newton and Einstein, he takes the most complex concepts and explains it in such a way that a first-time reader on the subject feels confident on his/her understanding.",9780140172133,['Science'],4.0,3,http://books.google.com/books/content?id=9d8eGgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2580,Pebble in the Sky,['Isaac Asimov'],Spectra,1991-12-01,"One moment Joseph Schwartz is a happily retired tailor in 1949 Chicago. The next he's a helpless stranger on Earth during the heyday of the first Galactic Empire. Earth, he soon learns, is a backwater, just a pebble in the sky, despised by all the other 200 million planets of the Empire because its people dare to claim it's the original home of man. And Earth is poor, with great areas of radioactivity ruining much of its soil--so poor that everyone is sentenced to death at the age of sixty. Joseph Schwartz is sixty-two.",9780553293425,['Fiction'],4,33,http://books.google.com/books/content?id=kKVoQuvNjBQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2581,The Gods Themselves,['Isaac Asimov'],Orion Publishing Group,2000,"In the year 2100, mankind on Earth, settlers in a lunar colony and aliens from the para-universe, a strange universe parallel in time to our own, are faced with a race against time to prevent total destruction of the Earth. The invention of the Inter-Universe Electron Pump has threatened the rate of hydrogen fusion in the sun, leading, inevitably, to the possibilty of a vast explosion -- and the vapourisation of the Earth exactly eight minutes later . . .",9781857989342,['Science fiction'],3.5,57,http://books.google.com/books/content?id=8ClIPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2582,Gold,['Isaac Asimov'],Harper Voyager,2003-10-21,"Gold is the final and crowning achievement of the fifty-year career of science fiction's transcendent genius, the world-famous author who defined the field of science fiction for its practitioners, its millions of readers, and the world at large. The first section contains stories that range from the humorous to the profound, at the heart of which is the title story, ""Gold,"" a moving and revealing drama about a writer who gambles everything on a chance at immortality: a gamble Asimov himself made -- and won. The second section contains the grand master's ruminations on the SF genre itself. And the final section is comprised of Asimov's thoughts on the craft and writing of science fiction.",9780060556525,['Fiction'],3.5,12,http://books.google.com/books/content?id=td_ulwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2583,Asimov's Guide to the Bible,['Isaac Asimov'],Avon Books,1971,Geographical and historical evidence illuminates the events and people of the Old Testament,9780380010325,['Religion'],3.0,1,http://books.google.com/books/content?id=IG_WAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2584,Rock Star Superstar,['Blake Nelson'],Speak,2006-04-06,"Pete, a talented musician intent on putting the music first, faces a tough decision when he joins a popular but uninspiring band on the verge of stardom. An ALA Best Book for Young Adults & Quick Pick. Reprint.",9780142405741,['Juvenile Fiction'],3.5,2,http://books.google.com/books/content?id=pIq0hm0ewhMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2585,"John, Paul, George & Ben",['Lane Smith'],Hyperion,2006-02-28,A humorous look at five of our country's founding fathers.,9780786848935,['Juvenile Fiction'],4.5,54,http://books.google.com/books/content?id=0mLhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2586,Evolution and the Theory of Games,['John Maynard Smith'],Cambridge University Press,1982-10-21,"In this 1982 book, the theory of games, first developed to analyse economic behaviour, is modified so that it can be applied to evolving populations. John Maynard Smith's concept of an evolutionarily stable strategy is relevant whenever the best thing for an animal or plant to do depends on what others are doing. The theory leads to testable predictions about the evolution of behaviour, of sex and genetic systems, and of growth and life history patterns. This book contains a full account of the theory, and of the data relevant to it. The account is aimed at senior undergraduate and graduate students, teachers and research workers in animal behaviour, population genetics and evolutionary biology. The book will also be of interest to mathematicians and game theorists; the mathematics has been largely confined to appendixes so that the main text may be easily followed by biologists.",9780521288842,['Science'],4.5,4,http://books.google.com/books/content?id=Nag2IhmPS3gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2587,Sense and Sensibility,['Jane Austen'],Sterling Publishing Company,2004,"Two sisters, one practical and conventional and the other emotional and sentimental, find that only through compromise of their mutual differences can they get along.",9781593081256,['Fiction'],5.0,4,http://books.google.com/books/content?id=yhiJVxesrWwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2588,Uncle Shelby'S Abz Book,['Shel Silverstein'],Simon and Schuster,1985-09-09,"Writing for an adult audience, the popular children's book author presents a humorous satire of alphabet books.",9780671211486,['Education'],4,12,http://books.google.com/books/content?id=aPEfnSNCURwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2589,J. K. Rowling,['Sean Smith'],Michael O'Mara Books,2003-05-01,"Recounts the life and career of the author of the ""Harry Potter"" books.",9781843170174,['Humor'],5.0,1,http://books.google.com/books/content?id=UE8GVX6bpIYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2590,There Are No Children Here,['Alex Kotlowitz'],Anchor,1992,Examines the lives of two inner-city brothers who live in a Chicago housing project and their daily struggle for survival and enduring hope,9780385265560,['Social Science'],4.5,10,http://books.google.com/books/content?id=0e6THBxtCqUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2591,Scarlet Feather,['Maeve Binchy'],Penguin,2002,"Fresh from cooking school, Tom Feather and Cathy Scarlet are hot new additions to the Dublin scene with their new catering company, but some people in the city, including their families, are not so keen on the idea of their success. Reprint.",9780451203779,['Fiction'],4,28,http://books.google.com/books/content?id=UX90BzBsGVAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2592,The Lilac Bus,['Maeve Binchy'],Random House,2006,"'The Lilac Bus' is the story of a group of people who catch a lilac-coloured minibus that belongs to Tom Fitzgerald. Each Friday they travel from Dublin to Rathdoon to spend the weekend there. Originally published: Dublin: Ward River, 1984.",9780099498643,['Bus travel'],3.0,13,http://books.google.com/books/content?id=QG5G6-62zPoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2593,Light a Penny Candle,['Maeve Binchy'],Random House,2006,"Evacuated from Blitz-battered London, genteel Elizabeth White is sent to stay with the boisterous Irish O'Connors. It is the beginning of an unshakeable bond between Elizabeth and Aislind O'Connor which will survive twenty years. The author tells the story of the lives and loves of two women, bound together in friendship.",9780099498575,['Domestic fiction'],3.5,15,http://books.google.com/books/content?id=CRQLLvTeHbkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2594,Circle of Friends,['Maeve Binchy'],Arrow,2006,"It began with Benny Hogan and Eve Malone, growing up, inseparable, in the village of Knockglen. Benny--the only child, yearning to break free from her adoring parents...Eve--the orphaned offspring of a convent handyman and a rebellious blueblood, abandoned by her mother's wealthy family to be raised by nuns. Eve and Benny--they knew the sins and secrets behind every villager's lace curtains...except their own. It widened at Dublin, at the university where Benny and Eve met beautiful Nan Mahlon and Jack Foley, a doctor's handsome son. But heartbreak and betrayal would bring the worlds of Knockglen and Dublin into explosive collision. Long-hidden lies would emerge to test the meaning of love and the strength of ties held within the fragile gold bands of a... Circle Of Friends. From the Paperback edition.",9780099498599,['College attendance'],4,25,http://books.google.com/books/content?id=P4-i_eBBhL8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2595,Two's Company,['Jill Mansell'],Headline Book Pub Limited,2003-10-01,"Love is always just around the corner in a Jill Mansell novel - with a few surprises and a lot of humour on the way to happiness Jack and Cass Mandeville are a dream couple, ridiculously happy together and successful to boot - Jack as a journalist and Cass with her own hugely popular radio show. Indeed, almost every member of the Mandeville family is famous in their own right: from stunning Cleo, a supermodel with attitude, to Sean, the rising star of the comedy circuit. Incredibly good-looking and likeable, the family have captured the hearts of the nation - and the nation's press. But on the day that Jack hits the big 40 - the same day that a redhead called Imogen turns up to interview Jack and Cass for Hi! magazine - their proverbial bubble is about to burst...",9780747267447,['Fiction'],4,2,http://books.google.com/books/content?id=8nfZHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2596,Falling for You,['Jill Mansell'],Headline Book Pub Limited,2004-08-01,"Love is always just around the corner in a Jill Mansell novel - with a few surprises and a lot of humour on the way to happiness Maddy Harvey was a bit of an ugly duckling as a teenager, what with her NHS specs, unfortunate hair and wonky teeth. Thankfully she's blossomed since then. But when she meets Kerr McKinnon one starry summer's night and discovers, days later, who he actually is... well, that's when the problems really start. Because everyone in Ashcombe knows what happened eleven years ago, and as far as her mother's concerned, Marcella would rather tear that family to pieces with her bare hands than see Maddy associate with a McKinnon. It's Romeo and Juliet all over again. Quick, hide those sharp knives and that little bottle of poison...",9780755304851,['Fiction'],3.0,8,http://books.google.com/books/content?id=K3zCGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2597,Seven Sunny Days,['Chris Manby'],"Don Mills, Ont. : Red Dress Ink",2005,"Determined to have one last adventure before getting married, Rachel Buckley and her two best friends, Carrie Ann and Yaslyn, journey to Turkey where, while staying in an all-inclusive luxury hotel, they find their friendship sorely tested by anger, insecurities, and dark secrets. Original.",9780373895205,['Fiction'],2,4,http://books.google.com/books/content?id=b5C8c0Gv4U8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2598,Girls' Night in,"['Jessica Adams', 'Chris Manby', 'Fiona Walker']",HarperCollins Publishers,2000,"'Girls' Night In' features stories about growing up, growing out of, moving out, moving on, falling apart and getting it all together. So turn off your cell phone and curl up on the couch: this is one 'Girls' Night In' you won't want to miss.",9780006514855,['American fiction'],2.5,7,http://books.google.com/books/content?id=xLwHHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2599,Shakespeare's Sonnets,['William Shakespeare'],Cengage Learning EMEA,1997-08-21,No Marketing Blurb,9781903436578,['Drama'],4,459,http://books.google.com/books/content?id=eMBwueQHR_UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2600,Love Poems and Sonnets of William Shakespeare,['William Shakespeare'],Doubleday Books,1991,A compilation of Shakespeare's sonnets and love poems features color illustrations.,9780385017336,['Drama'],3.5,2,http://books.google.com/books/content?id=mSeeR6eVaa8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2601,The Sonnets,['William Shakespeare'],Penguin,2001,Presents a collection of sonnets along with essays on Shakespeare's life and the theatrical world during his lifetime.,9780140714531,['Drama'],4.0,3,http://books.google.com/books/content?id=eGpP36O6JskC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2602,Shakespeare's Secret,['Elise Broach'],Macmillan,2005-05,"Named after a character in a Shakespeare play, misfit sixth-grader Hero becomes interested in exploring this unusual connection because of a valuable diamond supposedly hidden in her new house, an intriguing neighbor, and the unexpected attention of the most popular boy in school. Jr Lib Guild.",9780805073874,['Juvenile Fiction'],4.0,48,http://books.google.com/books/content?id=XQ2TorgnK_UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2603,The Cat who Knew Shakespeare,['Lilian Jackson Braun'],Cat Who... Mysteries,1996,"In the small town of Pickax an accident has claimed the life of the local paper's eccentric publisher, but to Jim Qwilleran and his Siamese cats Koko and Yum Yum it smells like murder. They soon sniff out a shocking secret - but Koko's snooping into an unusual edition of Shakespeare may prove catastrophic. Because somewhere in Pickax a lady loves not wisely but too well, a widow is scandalously merry, and a stranger has a lean and hungry look. The stage is set for Qwilleran, Koko, Yum Yum and the second act of murder most meow...",9780747250388,['American fiction'],3.0,6,http://books.google.com/books/content?id=ByqgSgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2604,The Shakespeare Stealer,['Gary L. Blackwood'],Penguin,2000-07-01,"A young orphan boy is ordered by his master to infiltrate Shakespeare's acting troupe in order to steal the script of ""Hamlet,"" but he discovers instead the meaning of friendship and loyalty.",9780141305950,['Juvenile Fiction'],3.5,25,http://books.google.com/books/content?id=Fzk5BAOo_jsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
